1.0282075	1.3069408	0.5535534	2.2655919	-1.4773221	1.2986131	-0.34771672	1.2684859	-1.562059	-0.47604233	-1.4258986	-0.57178503	0.2930369	0.44388345	1.4038379	-1.6768684
1.7960329	1.0483654	0.24050538	-0.16316237	-0.37928402	-1.2656145	-2.004265	2.4304113	0.16434374	-1.3508484	-0.067670554	0.5901088	0.09382087	0.6895924	1.2313693	0.21987134
0.22692129	1.4817426	-0.61879385	0.82213116	0.4085444	-0.6541181	-0.45693174	2.3911555	0.65252113	-0.79029155	-1.4336134	0.42259398	-1.3831694	0.098564915	1.1071271	-1.2706515
0.24777117	1.6449939	-0.18182537	1.3968713	0.38077366	0.42579457	-2.0045955	1.3637899	0.45948076	0.07952108	-1.5182824	-0.76797	-1.7824408	0.9833511	-0.34325984	0.8407357
0.39458653	0.17151096	0.87604475	-0.2870874	1.0216401	-0.51107377	-1.7137278	-0.5100648	0.5945261	0.66227406	-1.2063024	0.6074397	-0.5471568	-1.1004796	-0.7201275	0.011930507
1.4035368	-0.5768015	0.9221551	-0.2530651	-1.5824736	0.046375215	-0.4589843	2.0689628	0.44326106	-0.22806917	-0.5043957	-0.7465227	-0.42819777	0.34707865	-0.42057794	1.5242325
1.044877	0.55413795	0.6958938	0.18270962	-1.7769305	-0.8384573	1.3111663	-0.5047068	0.6093341	-1.4481981	0.3514789	1.0229279	-1.4204429	-0.93266386	-1.0613644	0.90820956
-0.82251585	1.6789461	-0.24124825	0.823664	-0.46027878	1.009868	-0.2939284	0.08834264	-0.67672944	-1.1830767	-0.26153332	2.0379405	0.06990315	-0.16087396	-1.0721605	0.5797708
-0.36151406	0.5851132	-1.1560066	-0.14336488	-0.1947406	1.4902748	-0.7005269	0.18056405	-0.48284835	-0.3660986	-1.3270525	1.6952796	2.0654995	0.25783238	-0.5650247	0.927811
0.26830208	-2.0589387	0.53402066	-0.5353949	-0.863665	-0.9068849	-0.5918378	0.15078482	-0.19871552	-1.1559408	-0.31666952	0.9402981	-1.1469545	0.79284775	0.08322793	0.42280012
-0.13614225	0.539766	-1.181818	0.45750278	-0.8595501	-1.8012798	0.086280346	-0.9674343	1.0043892	1.0766083	-1.1149983	1.2173159	-0.6063833	-1.3466172	0.3927632	-0.9553972
0.7283456	0.08860662	-0.90653396	0.0359413	-0.6284942	-1.4459451	-0.712813	1.016868	-1.233845	1.649291	0.01640439	-0.29399073	-0.22278	-0.3874793	-0.17418201	1.1347282
0.7168077	1.693516	0.9387904	0.5619158	0.11797782	1.0382907	1.0403191	0.14278893	0.91071534	0.30948707	-1.9070743	1.9708613	-1.4490199	-1.1201092	-0.19981706	0.16457155
