0.57630765	0.8386416	-0.38717693	-0.7000157	1.3921386	-0.6538816	-0.7837707	-1.1160498	-2.0422149	0.8509608	-0.77850974	2.1270227	-0.92713416	0.64335454	-1.8524907	-1.1234406
1.246405	0.11507506	1.6193075	0.46369353	1.3007355	0.32207128	-0.10156793	0.20599322	-0.97013843	-0.8876769	-0.31831628	-0.3344037	0.45428365	0.49903738	0.056496855	0.40607315
1.5573714	0.530669	-0.39600515	0.25341454	0.6768642	-0.91045237	2.2192118	0.27608627	-1.1869787	-0.3110238	0.46694702	-0.16954525	-0.17022358	-1.8317297	0.083142415	-1.8889018
0.93549234	0.54546356	-1.5373888	0.31243864	0.7400597	0.29768595	-0.6848049	-0.043267682	-1.5668473	-0.69897515	0.57438636	1.2380632	-0.6405401	-0.63526	-0.16289255	0.49300092
-2.2318146	1.3892113	-0.50233257	1.6796929	-1.023953	-0.57532614	-1.4325318	-0.66617507	1.1971182	-0.71278614	-0.06557553	2.2049704	1.7851709	0.65858287	0.9929377	-0.20654835
1.6120031	-0.11707582	0.009449234	0.8693282	-0.36749917	1.6337501	0.030064216	0.30641672	1.5735086	1.4883349	-0.4050497	0.6883018	-1.3993953	-0.4355994	0.27156627	0.57560277
0.30067065	1.1449908	0.5762014	-0.4945878	0.046931848	0.11663492	0.47794068	0.53258103	-0.90111226	0.65376574	-0.005831142	1.3930802	-0.24289475	0.10482004	0.028783808	-0.37784746
-1.0596532	3.4028263	-0.56867	-0.47548908	1.7431631	-0.6595515	0.18859509	-0.41376933	1.3452623	0.19394377	1.5716748	-0.3827351	1.3950834	-1.0304229	-1.6237172	-0.19360958
0.12838355	-0.09316446	0.1768084	0.35706973	0.13665786	1.3592409	0.44905177	0.7580524	-0.048999105	0.6863887	-0.51502764	1.0698103	-2.818191	1.5969744	0.9752606	0.8835536
-1.5972116	-0.108885415	1.0516074	1.3082801	-1.5207781	1.0032125	0.17348368	0.7881636	-0.54768175	-0.9768909	1.6469334	-0.44897568	0.12584566	0.33434573	0.6066737	-0.019003496
-1.0437418	-0.23684832	-0.7083477	-0.8095592	0.9728595	-1.1376613	0.13938092	-1.3220373	-2.5564165	0.67734426	-1.2353396	1.1115586	-1.5398893	1.9713268	0.8827349	-1.0549588
0.6947761	0.0026380874	0.26028362	1.6740204	-0.55503875	-1.300836	0.2933109	1.2838967	1.0604043	1.0952396	1.5574483	-0.43788978	0.9386859	0.2071516	1.0620631	-0.032038473
-2.4733615	0.036155786	-0.34221795	-0.38169235	-0.05687851	-0.87695104	0.52228695	0.46200526	-1.668778	0.5108586	-0.28598508	0.33505177	1.1719372	-0.4038975	-0.3262787	0.74821776
-0.9538638	-0.17716284	-2.1765974	0.06762418	0.0038617735	2.6151876	0.16038638	-0.34780523	0.5090391	0.44761515	2.1017897	0.17141576	-0.025916522	0.60004836	0.93914235	1.0271533
0.52921647	-0.251754	0.87343603	-1.357952	0.66030043	-1.5563236	1.2951446	-0.5405773	-1.37749	0.12050064	1.9659407	0.5000951	-1.0090938	1.425233	-0.06711935	-1.9472982
-1.1464717	1.1093838	0.76293606	-0.26026207	1.7512021	0.7970203	1.0362111	-0.06931246	-2.3890004	-0.31208092	0.16270493	0.2755163	0.830431	0.92566544	0.40473196	-1.416038
1.37856	-0.05371903	0.08077143	0.519935	0.08382107	0.1468611	-0.4505466	-0.81461066	-0.37155464	0.78152424	2.9974782	-2.7471402	2.4856324	0.8022673	0.55863965	0.10212562
-0.35978863	-0.10623617	0.79033834	-1.1724766	2.404132	-1.3939753	0.8813004	2.0275831	-0.47153503	2.3157673	0.012037744	-1.004929	0.15379328	1.3912858	1.2909683	-0.97544795
-1.321309	-0.24032372	1.8275814	1.5776919	0.46632302	0.4986587	-0.47099406	-1.1402533	0.7533282	0.93976605	1.0097244	1.1229368	-0.76635545	2.1103923	0.04621716	-1.0469835
-0.7568627	0.5744971	2.125052	0.8168298	0.2148881	-0.39421916	1.5847878	-0.21363316	1.2571121	0.308297	2.9730394	-0.011439762	2.6423478	0.4325726	0.35656014	1.762533
